,지자체,시장명,상인회 조직형태,상인회 가입점포 수 - 점포수,점포수,상인회_가입률
1054,경북구미시,형곡시장프라자,법적단체,72,129,0.558139535
1055,경북구미시,형곡중앙시장,법적단체,70,76,0.921052632
1056,경북군위군,군위전통시장,법적단체,45,61,0.737704918
1057,경북군위군,의흥시장,임의단체,25,35,0.714285714
1058,경북김천시,평화시장,법적단체,104,117,0.888888889
1059,경북김천시,황금시장,법적단체,123,186,0.661290323
1060,경북문경시,(유)문경시중앙시장,법적단체,30,38,0.789473684
1061,경북문경시,가은아자개시장,법적단체,90,93,0.967741935
1062,경북문경시,문경전통시장,법적단체,70,80,0.875
1063,경북문경시,점촌전통시장 (구 신흥시장),법적단체,53,107,0.495327103
1064,경북문경시,문경중앙시장,법적단체,110,135,0.814814815
1065,경북봉화군,봉화상설시장,법적단체,135,136,0.992647059
1066,경북봉화군,봉화춘양시장(춘양시장),법적단체,120,134,0.895522388
1067,경북상주시,상주중앙시장,법적단체,141,184,0.766304348
1068,경북상주시,은척시장,임의단체,15,24,0.625
1069,경북상주시,풍물시장,법적단체,20,60,0.333333333
1070,경북상주시,함창시장,임의단체,,50,
1071,경북상주시,화령시장,법적단체,15,50,0.3
1072,경북성주군,성주시장,법적단체,43,44,0.977272727
1073,경북안동시,구담공설시장,법적단체,58,110,0.527272727
1074,경북안동시,안동구시장,법적단체,186,266,0.69924812
1075,경북안동시,용상공설시장,법적단체,69,69,1
1076,경북안동시,중앙신시장,법적단체,285,450,0.633333333
1077,경북안동시,풍산공설시장,법적단체,43,53,0.811320755
1078,경북안동시,북문시장,법적단체,70,84,0.833333333
1079,경북영덕군,강구시장,법적단체,40,54,0.740740741
1080,경북영덕군,남정시장,,,20,
1081,경북영덕군,영덕시장,법적단체,47,79,0.594936709
1082,경북영덕군,영해만세시장,법적단체,95,134,0.708955224
1083,경북영양군,영양시장,법적단체,70,80,0.875
1084,경북영주시,선비골전통시장,법적단체,85,101,0.841584158
1085,경북영주시,신영주번개시장,법적단체,36,37,0.972972973
1086,경북영주시,영주골목시장,법적단체,70,72,0.972222222
1087,경북영주시,영주공설시장,법적단체,93,106,0.877358491
1088,경북영주시,영주문화시장,법적단체,25,165,0.151515152
1089,경북영주시,영주소백쇼핑몰,법적단체,82,100,0.82
1090,경북영주시,영주종합시장,법적단체,45,57,0.789473684
1091,경북영주시,영주중앙시장,법적단체,59,68,0.867647059
1092,경북영주시,풍기인삼시장,법적단체,50,53,0.943396226
1093,경북영주시,풍기중앙시장,법적단체,60,74,0.810810811
1094,경북영주시,풍기토종인삼시장,법적단체,50,54,0.925925926
1095,경북영주시,후생시장,법적단체,25,30,0.833333333
1096,경북영천시,금호공설시장,법적단체,41,43,0.953488372
1097,경북영천시,신녕공설시장,법적단체,36,51,0.705882353
1098,경북영천시,영천공설시장,법적단체,220,245,0.897959184
1099,경북예천군,예천맛고을시장,법적단체,87,90,0.966666667
1100,경북예천군,예천상설시장,법적단체,77,82,0.93902439
1101,경북예천군,예천중앙시장,법적단체,56,65,0.861538462
1102,경북예천군,용궁시장,임의단체,20,30,0.666666667
1103,경북예천군,풍양시장,,,48,
1104,경북울진군,울진바지게시장,법적단체,234,252,0.928571429
1105,경북울진군,죽변시장,법적단체,64,64,1
1106,경북울진군,평해시장,법적단체,28,29,0.965517241
1107,경북울진군,후포시장,법적단체,49,124,0.39516129
1108,경북의성군,금성시장,임의단체,45,61,0.737704918
1109,경북의성군,단촌정기시장,법적단체,37,61,0.606557377
1110,경북의성군,봉양시장,법적단체,18,44,0.409090909
1111,경북의성군,안계공설시장,법적단체,70,117,0.598290598
1112,경북의성군,의성공설재래시장,법적단체,72,92,0.782608696
1113,경북의성군,의성염매시장,법적단체,30,37,0.810810811
1114,경북청도군,동곡공설시장,법적단체,40,63,0.634920635
1115,경북청도군,이서공설시장,임의단체,8,17,0.470588235
1116,경북청도군,청도공설시장,법적단체,100,189,0.529100529
1117,경북청도군,풍각공설시장,법적단체,57,67,0.850746269
1118,경북청송군,도평시장,,,26,
1119,경북청송군,부남시장,임의단체,40,57,0.701754386
1120,경북청송군,진보시장,법적단체,50,110,0.454545455
1121,경북청송군,청송시장,임의단체,,8,
1122,경북청송군,화목시장,,,20,
1123,경북청송군,안덕시장,임의단체,,13,
1124,경북칠곡군,왜관시장,법적단체,125,132,0.946969697
1125,경북포항시,구룡포시장,법적단체,120,125,0.96
1126,경북포항시,그린종합시장,임의단체,,31,
1127,경북포항시,기계시장,,,27,
1128,경북포항시,남부시장,법적단체,42,52,0.807692308
1129,경북포항시,대해불빛시장,법적단체,102,105,0.971428571
1130,경북포항시,두호1시장,임의단체,43,43,1
1131,경북포항시,상대종합시장,임의단체,15,34,0.441176471
1132,경북포항시,양학시장,법적단체,54,54,1
1133,경북포항시,연일전통시장,법적단체,130,140,0.928571429
1134,경북포항시,영남시장,법적단체,40,53,0.754716981
1135,경북포항시,영일대북부시장,법적단체,150,155,0.967741935
1136,경북포항시,오천삼광시장,법적단체,48,54,0.888888889
1137,경북포항시,오천시장,법적단체,74,101,0.732673267
1138,경북포항시,용흥시장,법적단체,60,80,0.75
1139,경북포항시,장량성도시장,임의단체,51,54,0.944444444
1140,경북포항시,죽도농산물시장,법적단체,500,530,0.943396226
1141,경북포항시,죽도시장,법적단체,470,510,0.921568627
1142,경북포항시,죽도어시장,법적단체,250,250,1
1143,경북포항시,중앙상가,법적단체,350,1400,0.25
1144,경북포항시,청하시장,임의단체,30,35,0.857142857
1145,경북포항시,큰동해시장,법적단체,126,130,0.969230769
1146,경북포항시,포항운하송림시장,법적단체,36,48,0.75
1147,경북포항시,한라종합시장,법적단체,19,40,0.475
1148,경북포항시,해도5(형산)시장,임의단체,14,39,0.358974359
1149,경북포항시,효자시장,법적단체,200,208,0.961538462
1150,경북포항시,흥해시장,법적단체,130,153,0.849673203
1151,경남거제시,거제고현시장,법적단체,175,207,0.845410628
1152,경남거제시,신부시장,법적단체,30,43,0.697674419
1153,경남거제시,옥수동새시장,법적단체,30,43,0.697674419
1154,경남거제시,옥수시장,법적단체,34,43,0.790697674
1155,경남거제시,옥포국제시장,법적단체,75,115,0.652173913
1156,경남거제시,옥현상가,법적단체,75,93,0.806451613
1157,경남거제시,장평종합시장,법적단체,67,81,0.827160494
1158,경남거제시,한라프라자,법적단체,55,57,0.964912281
1159,경남거제시,회원프라자,임의단체,,20,
1160,경남거창군,거창시장,법적단체,260,265,0.981132075
1161,경남고성군,고성공룡시장,법적단체,70,106,0.660377358
1162,경남고성군,고성시장,법적단체,282,320,0.88125
1163,경남고성군,배둔시장,법적단체,30,42,0.714285714
1164,경남고성군,영오시장,,,21,
1165,경남김해시,김해전통시장(김해동상시장),법적단체,152,170,0.894117647
1166,경남김해시,삼방시장,법적단체,67,70,0.957142857
1167,경남김해시,외동전통시장,법적단체,121,123,0.983739837
1168,경남김해시,장유전통시장(장유중앙시장),법적단체,104,111,0.936936937
1169,경남김해시,진례전통시장,,,0,
1170,경남김해시,진영전통시장,법적단체,66,76,0.868421053
1171,경남남해군,남면공설시장,임의단체,13,18,0.722222222
1172,경남남해군,남해전통시장,법적단체,100,110,0.909090909
1173,경남남해군,이동공설시장,임의단체,18,26,0.692307692
1174,경남밀양시,내일전통시장,법적단체,130,143,0.909090909
1175,경남밀양시,무안시장(무안임시시장),임의단체,,52,
1176,경남밀양시,밀양아리랑시장,법적단체,100,110,0.909090909
1177,경남밀양시,송백시장,,,5,
1178,경남밀양시,송지시장,,,50,
1179,경남밀양시,수산시장,임의단체,,65,
1180,경남사천시,곤양종합시장,법적단체,27,45,0.6
1181,경남사천시,사천읍시장,법적단체,106,115,0.92173913
1182,경남사천시,삼천포용궁수산시장,법적단체,268,286,0.937062937
1183,경남사천시,삼천포종합시장,법적단체,0,168,0
1184,경남사천시,삼천포중앙시장,법적단체,151,208,0.725961538
1185,경남사천시,완사시장,법적단체,44,45,0.977777778
1186,경남산청군,단계시장,임의단체,20,24,0.833333333
1187,경남산청군,단성시장,임의단체,45,45,1
1188,경남산청군,덕산시장,임의단체,28,28,1
1189,경남산청군,산청시장,임의단체,88,101,0.871287129
1190,경남산청군,생초시장,임의단체,20,20,1
1191,경남양산시,덕계종합상설시장,법적단체,137,138,0.992753623
1192,경남양산시,서창시장,법적단체,37,38,0.973684211
1193,경남양산시,신평시장,임의단체,30,30,1
1194,경남양산시,양산남부시장,법적단체,177,187,0.946524064
1195,경남양산시,양산남부시장상가,법적단체,113,115,0.982608696
1196,경남양산시,양산북부시장,법적단체,107,129,0.829457364
1197,경남의령군,신반시장,법적단체,50,60,0.833333333
1198,경남의령군,의령시장,법적단체,83,110,0.754545455
1199,경남진주시,금곡시장,임의단체,,0,
1200,경남진주시,대곡시장,법적단체,13,15,0.866666667
1201,경남진주시,동부종합상가,법적단체,60,68,0.882352941
1202,경남진주시,문산시장,임의단체,,10,
1203,경남진주시,이현종합상가,임의단체,12,373,0.032171582
1204,경남진주시,일반성상가(일반성시장),임의단체,40,47,0.85106383
1205,경남진주시,자유시장,임의단체,137,144,0.951388889
1206,경남진주시,진주동성상가,법적단체,128,150,0.853333333
1207,경남진주시,진주논개시장(장대시장),법적단체,205,373,0.549597855
1208,경남진주시,진주중앙시장,법적단체,384,430,0.893023256
1209,경남진주시,천전시장,임의단체,50,78,0.641025641
1210,경남진주시,평거한보하이타운,법적단체,50,148,0.337837838
1211,경남창녕군,남지시장,법적단체,0,64,0
1212,경남창녕군,영산시장,법적단체,25,57,0.438596491
1213,경남창녕군,이방정기시장,임의단체,12,25,0.48
1214,경남창녕군,창녕상설시장,법적단체,90,160,0.5625
1215,경남창원시,가음정대상가,임의단체,212,268,0.791044776
1216,경남창원시,가음정시장,법적단체,178,186,0.956989247
1217,경남창원시,경민인터빌상가,임의단체,50,80,0.625
1218,경남창원시,경창상가,법적단체,62,72,0.861111111
1219,경남창원시,경화시장,법적단체,140,143,0.979020979
1220,경남창원시,구암시장,법적단체,55,60,0.916666667
1221,경남창원시,구암현대시장,법적단체,49,55,0.890909091
1222,경남창원시,기산프라자,법적단체,29,158,0.183544304
1223,경남창원시,대동그린코아상가,법적단체,72,72,1
1224,경남창원시,대동씨코아상가시장,법적단체,120,120,1
1225,경남창원시,대동중앙상가,법적단체,41,41,1
1226,경남창원시,대동훼미리코아상가,법적단체,100,115,0.869565217
1227,경남창원시,대방덕산1차상가,법적단체,0,65,0
1228,경남창원시,덕산그린피아상가,법적단체,0,84,0
1229,경남창원시,동마산시장,법적단체,47,130,0.361538462
1230,경남창원시,동성올림픽타운,법적단체,78,92,0.847826087
1231,경남창원시,롯데종합상가,임의단체,50,75,0.666666667
1232,경남창원시,마산수산시장,법적단체,165,240,0.6875
1233,경남창원시,마산어시장,법적단체,642,669,0.959641256
1234,경남창원시,마산역번개시장,법적단체,79,79,1
1235,경남창원시,마천시장,임의단체,6,24,0.25
1236,경남창원시,명곡종합상가,법적단체,45,92,0.489130435
1237,경남창원시,명서시장,법적단체,159,167,0.952095808
1238,경남창원시,반송시장,법적단체,126,132,0.954545455
1239,경남창원시,봉곡민속체험시장(봉곡시장),법적단체,124,143,0.867132867
1240,경남창원시,봉곡프라자상가,법적단체,67,90,0.744444444
1241,경남창원시,부림상시장,법적단체,40,60,0.666666667
1242,경남창원시,부림시장,법적단체,200,402,0.497512438
1243,경남창원시,북동공설시장,법적단체,45,45,1
1244,경남창원시,북마산가구시장,법적단체,50,60,0.833333333
1245,경남창원시,북마산중앙시장,법적단체,60,210,0.285714286
1246,경남창원시,사파동성종합상가,법적단체,85,106,0.801886792
1247,경남창원시,산호시장,법적단체,60,71,0.845070423
1248,경남창원시,상남시장,법적단체,300,588,0.510204082
1249,경남창원시,서마산시장,법적단체,29,29,1
1250,경남창원시,석전시장,법적단체,30,135,0.222222222
1251,경남창원시,성원3차상가,법적단체,100,101,0.99009901
1252,경남창원시,성원그랜드쇼핑상가,법적단체,550,564,0.975177305
1253,경남창원시,소계시장,법적단체,62,72,0.861111111
1254,경남창원시,소계옛길시장,법적단체,53,57,0.929824561
1255,경남창원시,소답시장,법적단체,55,64,0.859375
1256,경남창원시,신마산반월시장(반월시장),법적단체,40,80,0.5
1257,경남창원시,신마산시장,법적단체,66,94,0.70212766
1258,경남창원시,양곡종합상가,법적단체,82,103,0.796116505
1259,경남창원시,양덕중앙시장,법적단체,21,83,0.253012048
1260,경남창원시,역전통합시장,법적단체,20,170,0.117647059
1261,경남창원시,웅천시장,,,0,
1262,경남창원시,월영대시장,법적단체,94,125,0.752
1263,경남창원시,유신종합상가,법적단체,45,56,0.803571429
1264,경남창원시,정우새어시장,법적단체,70,73,0.95890411
1265,경남창원시,중앙시장(창원중앙시장),법적단체,69,225,0.306666667
1266,경남창원시,지귀시장,법적단체,63,78,0.807692308
1267,경남창원시,진동시장,법적단체,20,25,0.8
1268,경남창원시,진동전통시장,법적단체,30,78,0.384615385
1269,경남창원시,진해중부시장,임의단체,60,108,0.555555556
1270,경남창원시,진해중앙시장,임의단체,251,324,0.774691358
1271,경남창원시,창원기계공구상가,법적단체,200,214,0.934579439
1272,경남창원시,창원도계부부시장,법적단체,113,113,1
1273,경남창원시,창원캔버라상가,임의단체,,29,
1274,경남창원시,창원코아상가,법적단체,115,184,0.625
1275,경남창원시,코오롱타운상가,법적단체,62,78,0.794871795
1276,경남창원시,토월복합상가시장,법적단체,30,214,0.140186916
1277,경남창원시,합성동상가,법적단체,78,100,0.78
1278,경남창원시,합성옛길시장,법적단체,55,60,0.916666667
1279,경남창원시,회성종합시장,법적단체,30,78,0.384615385
1280,경남창원시,합성대로상가,임의단체,20,35,0.571428571
1281,경남통영시,북신전통시장,법적단체,105,137,0.766423358
1282,경남통영시,서호전통시장,법적단체,200,240,0.833333333
1283,경남통영시,통영중앙시장,법적단체,270,280,0.964285714
1284,경남하동군,계천공설시장(계천시장),법적단체,11,45,0.244444444
1285,경남하동군,북천공설시장,법적단체,11,18,0.611111111
1286,경남하동군,옥종공설시장,법적단체,22,40,0.55
1287,경남하동군,진교공설시장,법적단체,72,74,0.972972973
1288,경남하동군,하동공설시장,법적단체,130,155,0.838709677
1289,경남하동군,화개장터,법적단체,72,74,0.972972973
1290,경남하동군,횡천공설시장(횡천시장),법적단체,11,14,0.785714286
1291,경남함안군,가야상설시장(가야시장),법적단체,70,86,0.813953488
1292,경남함안군,군복공설시장,법적단체,14,20,0.7
1293,경남함안군,대산공설시장,법적단체,0,34,0
1294,경남함안군,칠원공설시장,법적단체,0,16,0
1295,경남함양군,안의시장,임의단체,15,30,0.5
1296,경남함양군,지리산함양시장,법적단체,110,131,0.839694656
1297,경남함양군,함양토종약초시장,임의단체,21,23,0.913043478
1298,경남합천군,가야시장,임의단체,64,64,1
1299,경남합천군,삼가시장,임의단체,52,96,0.541666667
1300,경남합천군,야로시장,임의단체,32,34,0.941176471
1301,경남합천군,초계시장,임의단체,52,52,1
1302,경남합천군,합천시장,법적단체,159,159,1
1303,제주서귀포시,고성오일시장,법적단체,68,68,1
1304,제주서귀포시,대정오일시장,,,198,
1305,제주서귀포시,모슬포중앙시장,법적단체,64,68,0.941176471
1306,제주서귀포시,서귀포매일올레시장,법적단체,225,225,1
1307,제주서귀포시,서귀포향토오일시장,법적단체,532,568,0.936619718
1308,제주서귀포시,중문오일시장,,,67,
1309,제주서귀포시,표선오일시장,법적단체,50,50,1
1310,제주제주시,도남시장,법적단체,71,99,0.717171717
1311,제주제주시,동문시장(주),법적단체,77,79,0.974683544
1312,제주제주시,보성시장,법적단체,56,61,0.918032787
1313,제주제주시,세화오일시장,법적단체,150,151,0.993377483
1314,제주제주시,신산시장,법적단체,20,50,0.4
1315,제주제주시,제주동문수산시장,법적단체,94,94,1
1316,제주제주시,제주시동문공설시장,법적단체,30,32,0.9375
1317,제주제주시,제주시동문재래시장,법적단체,200,330,0.606060606
1318,제주제주시,제주시민속오일시장,법적단체,1020,1040,0.980769231
1319,제주제주시,제주시서문공설시장,법적단체,75,85,0.882352941
1320,제주제주시,제주칠성로상점가(칠성로상점가),법적단체,160,240,0.666666667
1321,제주제주시,중앙로상점가,법적단체,130,140,0.928571429
1322,제주제주시,한림매일시장,법적단체,45,58,0.775862069
1323,제주제주시,한림민속오일시장(한림오일시장),법적단체,143,144,0.993055556
1324,제주제주시,함덕오일시장,법적단체,39,43,0.906976744
1325,세종세종시,세종전통시장,법적단체,259,326,0.794478528
1326,세종세종시,전의왕의물시장,법적단체,50,68,0.735294118
1327,서울금천구,대명여울빛거리시장,법적단체,150,238,0.630252101
1328,대구중구,서문시장 아진상가 상점가,법적단체,165,233,0.708154506
1329,인천남동구,남동산업용품상가,법적단체,200,620,0.322580645
1330,울산울주군,언양알프스시장,법적단체,102,116,0.879310345
1331,경기여주시,여주한글시장(여주중앙로상점가),법적단체,166,179,0.927374302
1332,경남진주시,진주청과시장,법적단체,100,322,0.310559006
1333,경기가평군,청평여울시장,법적단체,107,114,0.938596491
1334,경기성남시,모란전통기름시장,법적단체,86,120,0.716666667
1335,경기안양시,중부농수산물시장,,,25,
1336,부산부산진구,철뚝시장,법적단체,50,63,0.793650794
1337,서울동대문구,답십리건축자재시장,법적단체,83,83,1
1338,서울양천구,신곡종합시장,임의단체,32,50,0.64
1339,서울양천구,신정제일시장,,,56,
1340,전남순천시,주암시장,법적단체,40,40,1
1341,충남보령시,대천항종합수산물시장,법적단체,126,136,0.926470588
1342,충남부여군,부여 새시장,법적단체,70,74,0.945945946
1343,충남홍성군,광천원동시장,법적단체,135,161,0.838509317
1344,경기안산시,안산패션타운전통시장,법적단체,122,139,0.877697842
1345,경기안산시,안산 다농마트 전통시장,법적단체,165,230,0.717391304
1346,경북영주시,풍기선비골인삼시장,법적단체,43,68,0.632352941
1347,서울구로구,고척골목시장상점가,법적단체,57,67,0.850746269
1348,서울중구,청계상가,법적단체,179,179,1
1349,서울중랑구,장미제일시장,법적단체,56,56,1
1350,경기시흥시,오이도전통수산시장,법적단체,57,172,0.331395349
1351,경기양평군,양동쌍학시장,법적단체,89,101,0.881188119
1352,경북포항시,청림시장,임의단체,,30,
1353,경북포항시,환호그린빌시장,임의단체,20,32,0.625
1354,경남사천시,삼천포전통수산시장,법적단체,60,66,0.909090909
1355,경남양산시,석계시장,임의단체,16,16,1
1356,충북제천시,제천고추시장,법적단체,57,86,0.662790698
1357,경북김천시,부곡시장,임의단체,16,21,0.761904762
1358,경북김천시,중앙시장,임의단체,,90,
1359,경북문경시,문화의거리 행복상점가,임의단체,132,150,0.88
1360,경북문경시,점촌역전상점가,법적단체,130,152,0.855263158
1361,경북상주시,남성시장,법적단체,100,140,0.714285714
1362,서울광진구,중곡제일시장(이오상사),,,15,
1363,서울광진구,한아름시장,,,32,
1364,대구북구,칠성상가시장,임의단체,70,70,1
1365,인천남동구,소래포구전통어시장,법적단체,230,335,0.686567164
1366,충북청주시,하복대시장,법적단체,33,51,0.647058824
1367,경북봉화군,봉화내성시장,법적단체,98,138,0.710144928
1368,경남거제시,거제읍내시장,법적단체,48,56,0.857142857
1369,서울관악구,관악종합시장,법적단체,,56,
1370,서울광진구,조양시장(건물형),임의단체,12,29,0.413793103
1371,서울노원구,상계중앙시장,법적단체,62,64,0.96875
1372,서울도봉구,신도봉시장,임의단체,14,25,0.56
1373,서울중구,중부시장,법적단체,160,510,0.31372549
1374,서울중구,테크노상가,법적단체,188,188,1
1375,서울중랑구,동원시장,,,14,
1376,서울중랑구,면목시장,,,35,
1377,경기성남시,금광시장,법적단체,16,22,0.727272727
1378,충북보은군,마로관기시장(관기재래시장),임의단체,16,40,0.4
1379,충북충주시,연수상가,법적단체,120,190,0.631578947
1380,충남공주시,공주산성시장,법적단체,440,560,0.785714286
1381,충남금산군,금산인삼전통시장,법적단체,0,69,0
1382,충남금산군,마전시장,,,15,
1383,충남보령시,웅천시장,법적단체,78,87,0.896551724
1384,충남예산군,덕산시장,법적단체,40,50,0.8
1385,전남구례군,지리산나들이장터,법적단체,22,22,1
1386,세종세종시,세종대평시장,법적단체,60,76,0.789473684
1387,세종세종시,부강전통시장,법적단체,60,70,0.857142857
1388,서울서대문구,포방터시장,법적단체,,88,
1389,인천동구,송현자유시장,임의단체,,91,
1390,대전동구,정원시장,법적단체,,90,
1391,충북괴산군,연풍전통시장,법적단체,,57,
1392,충북보은군,삼승원남시장(원남재래시장),법적단체,,58,
1393,충북보은군,회인재래시장,임의단체,,38,
1394,충북충주시,엄정내창시장,법적단체,,100,
1395,충남예산군,광시시장,임의단체,,10,
1396,경남함양군,마천전통시장,임의단체,10,11,0.909090909
1397,서울영등포구,영등포유통상가,법적단체,,1250,
1398,부산사상구,고려쇼핑센터,,,151,
1399,부산사상구,부산광역시철강판매협동조합,,,50,
1400,서울중구,Team204,법적단체,100,100,1
