구분,시도,시군구,시장명(청년몰),상호명,업종,소재지
214,전남,여수시,여수중앙시장,여수愛카페,음식업,"전남 여수시 중앙로 43, 2층 16호"
215,전남,여수시,여수중앙시장,스시백,음식업,"전남 여수시 중앙로 43, 2층 25호"
216,전남,여수시,여수중앙시장,미미(mimi),공방,"전남 여수시 중앙로 43, 2층 42호"
217,전남,여수시,여수중앙시장,꼬치는 맛,음식업,"전남 여수시 중앙로 43, 2층 20호"
218,전남,여수시,여수중앙시장,PS(피에스),음식업,"전남 여수시 중앙로 43, 2층 21호"
219,전남,여수시,여수중앙시장,바른생활,서비스업,"전남 여수시 중앙로 43, 2층 39호"
220,전남,여수시,여수중앙시장,청춘식당,음식업,"전남 여수시 중앙로 43, 2층 23호"
221,전남,여수시,여수중앙시장,낭만철가방,음식업,"전남 여수시 중앙로 43, 2층 19호"
222,전남,여수시,여수중앙시장,쑥's 초코파이,음식업,"전남 여수시 중앙로 43, 2층 31호"
223,전남,여수시,여수중앙시장,교동족발,음식업,"전남 여수시 중앙로 43, 2층 24호"
224,전남,여수시,여수중앙시장,데이모먼트,도소매업,"전남 여수시 중앙로 43, 2층 38호"
225,전남,여수시,여수중앙시장,문어쌀롱,음식업,"전남 여수시 중앙로 43, 2층 17호"
226,전남,여수시,여수중앙시장,Green Monster,음식업,"전남 여수시 중앙로 43, 2층 28호"
227,전남,여수시,여수중앙시장,오동국수,음식업,"전남 여수시 중앙로 43, 2층 18호"
228,전남,여수시,여수중앙시장,달다구리(前기다림),음식업,"전남 여수시 중앙로 43, 2층 34호"
229,전남,여수시,여수중앙시장,맛잇타코,음식업,"전남 여수시 중앙로 43, 2층 29호"
230,전남,여수시,여수중앙시장,뿅뿅오락실,서비스업,"전남 여수시 중앙로 43, 2층 26호"
231,강원,정선군,정선아리랑시장,뚠뚠김밥,음식업,강원도 정선군 정선읍 5일장길 41-6 101호
232,강원,정선군,정선아리랑시장,대지약초,도소매업,강원도 정선군 정선읍 5일장길 41-6 104호
233,강원,정선군,정선아리랑시장,트리앤팜(前사과랑밭이랑),음식업,강원도 정선군 정선읍 5일장길 41-6 108호
234,강원,정선군,정선아리랑시장,운기석&Life,도소매업,강원도 정선군 정선읍 5일장길 41-6 203호
235,강원,정선군,정선아리랑시장,아리랑브루어리,음식업,강원도 정선군 정선읍 5일장길 41-6 206호
236,강원,정선군,정선아리랑시장,꼼지락공방,공방,강원도 정선군 정선읍 5일장길 41-6 207호
237,강원,정선군,정선아리랑시장,아리향기,공방,강원도 정선군 정선읍 5일장길 41-6 301호
238,강원,정선군,정선아리랑시장,아리랑브루어리,음식업,강원도 정선군 정선읍 5일장길 41-6 302호
239,강원,정선군,정선아리랑시장,아리랑브루어리,음식업,강원도 정선군 정선읍 5일장길 41-6 304호
240,강원,정선군,정선아리랑시장,아리랑브루어리,음식업,강원도 정선군 정선읍 5일장길 41-6 305호
241,강원,춘천시,육림고개상점가,블란서 홍차,음식업,"춘천시 춘천로 151번길 21-2 1층, 101호"
242,강원,춘천시,육림고개상점가,육림농원,음식업,"춘천시 춘천로 151번길 21-2 1층, 102호"
243,강원,춘천시,육림고개상점가,Better than Jam,음식업,"춘천시 춘천로 151번길 21-2 1층, 104호"
244,강원,춘천시,육림고개상점가,Gustav cake,음식업,"춘천시 춘천로 151번길 21-2 1층, 105호"
245,강원,춘천시,육림고개상점가,춘천일기,공방,"춘천시 중앙로 77번길 41-1 , 1층"
246,강원,춘천시,육림고개상점가,Freude Atelier,공방,"춘천시 중앙로 77번길 41-2 , 1층"
247,강원,춘천시,육림고개상점가,훈목상회,음식업,"춘천시 중앙로 77번길 41-2 , 2층"
248,강원,춘천시,육림고개상점가,철든식탁,음식업,"춘천시 중앙로 77번길 41-1 , 2층"
249,강원,춘천시,육림고개상점가,Sua Mano,음식업,춘천시 중앙로 77번길 39-2 301호
250,강원,춘천시,육림고개상점가,아가사식당,음식업,춘천시 중앙로 77번길 39-2 302호
251,강원,춘천시,육림고개상점가,동감,음식업,춘천시 중앙로 77번길 39-2 303호
252,강원,춘천시,육림고개상점가,육림객잔,음식업,춘천시 중앙로 77번길 39-2 304호
253,강원,춘천시,육림고개상점가,나의 향수,공방,"춘천시 중앙로 77번길 43 , 401호"
254,강원,춘천시,육림고개상점가,Flo: tea,음식업,"춘천시 중앙로 77번길 43 , 402호"
255,강원,춘천시,육림고개상점가,달고나 잡화점,도소매업,"춘천시 중앙로 77번길 43, 403호"
256,강원,춘천시,육림고개상점가,El Iguana,음식업,"춘천시 춘천로 151번길 19, 1층 우측에서 1번째"
257,강원,춘천시,육림고개상점가,메이샤1990,음식업,"춘천시 춘천로 151번길 19, 1층 우측에서 2번째"
258,강원,춘천시,육림고개상점가,노이 공방,공방,"춘천시 중앙로77번길 35, 600호"
259,경남,진주시,진주중앙시장,고량진미,음식업,"경상남도 진주시 대안동 8-158 중앙시장 제2층 3구 115호 경상남도 진주시 대안동 8-154, 8-155  중앙시장 제2층 3구 113, 114호"
260,경남,진주시,진주중앙시장,로드카우,음식업,"경상남도 진주시 대안동 8-157, 8-160 중앙시장 제2층 3구 46,47호 경상남도 진주시 대안동 8-156 중앙시장 제2층 3구 45호"
261,경남,진주시,진주중앙시장,호호당,음식업,경상남도 진주시 대안동 8-163 중앙시장 제2층 3구 120호 경상남도 진주시 대안동 8-10 중앙시장 제2층 3구 119호
262,경남,진주시,진주중앙시장,돈부리413,음식업,경상남도 진주시 대안동 8-10 중앙시장 제2층 3구 118호 경상남도 진주시 대안동 8-162  중앙시장 제2층 3구 117호
263,경남,진주시,진주중앙시장,거북이식탁,음식업,경상남도 진주시 대안동 8-10 중앙시장 제2층 3구 112호 경상남도 진주시 대안동 8-151  중앙시장 제2층 3구 111호
264,경남,진주시,진주중앙시장,와로샐러드,음식업,경상남도 진주시 대안동 8-165 중앙시장 제2층 3구 51호 경상남도 진주시 대안동 8-10  중앙시장 제2층 3구 50호
265,경남,진주시,진주중앙시장,꽃주막,음식업,"경상남도 진주시 대안동 8-149, 8-152 중앙시장 제2층 3구 41,42호 경상남도 진주시 대안동 8-148  중앙시장 제2층 3구 40호"
266,경남,진주시,진주중앙시장,핫덕후,음식업,"경상남도 진주시 대안동 8-10, 8-211 중앙시장 제2층 2구 14, 15호"
267,경남,진주시,진주중앙시장,모이밍,음식업,"경상남도 진주시 대안동 8-210, 8-10 중앙시장 제2층 2구 12, 13호"
268,경북,안동시,안동중앙신시장,미친돈가스,음식업,"경북 안동시 옥야동 285-30, 제1호/제3호"
269,경북,안동시,안동중앙신시장,펀안동,서비스업,"경북 안동시 옥야동 285-9, 제3호"
270,경북,안동시,안동중앙신시장,면식수행,음식업,"경북 안동시 옥야동 285-12, 제3호/제4호"
271,경북,안동시,안동중앙신시장,구공닭발,음식업,경북 안동시 옥야동 285-10 가호/제2호/제3호
272,경북,안동시,안동중앙신시장,마풍버거(前마풍상회),음식업,"경북 안동시 옥야동 284-1, 제1호"
273,경북,안동시,안동중앙신시장,더얌얌,음식업,"경북 안동시 옥야동 285-17, 제124호"
274,경북,안동시,안동중앙신시장,찜닭이랑 아구랑,음식업,경북 안동시 옥야동 285-15
275,경북,안동시,안동중앙신시장,달콤공장,음식업,"경북 안동시 옥야동 285-14, 제3호"
276,경북,안동시,안동중앙신시장,섭키친,음식업,"경북 안동시 옥야동 285-16, 가호/나호"
277,경북,안동시,안동중앙신시장,오카롱,음식업,경북 안동시 옥야동 285-24
278,경북,안동시,안동중앙신시장,연금술사,음식업,경북 안동시 옥야동 285-17 제120호/제1호/가호
279,경북,안동시,안동중앙신시장,경지네공방,공방,경북 안동시 옥야동 285-16
280,경북,안동시,안동중앙신시장,봉식당,음식업,"경북 안동시 옥야동 285-25, 제2호"
281,경북,안동시,안동중앙신시장,시장국수,음식업,"경북 안동시 옥야동 285-25, 제3호"
282,경북,안동시,안동중앙신시장,옥야180,음식업,경북 안동시 옥야동 285-26
283,대구,달성군,현풍백년도깨비시장,미소 갈비찜,음식업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 104호
284,대구,달성군,현풍백년도깨비시장,샌드맘마,음식업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 110호
285,대구,달성군,현풍백년도깨비시장,용돈까스,음식업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰201호
286,대구,달성군,현풍백년도깨비시장,ES헤어(빛나는헤어),서비스업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 204호
287,대구,달성군,현풍백년도깨비시장,향포,음식업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 108호
288,대구,달성군,현풍백년도깨비시장,만냥회수산,음식업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 202호
289,대구,달성군,현풍백년도깨비시장,리얼핸즈,공방,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 205호
290,대구,달성군,현풍백년도깨비시장,비엘BB,공방,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 109호
291,대구,달성군,현풍백년도깨비시장,우리쌀제빵소,음식업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 103호
292,대구,달성군,현풍백년도깨비시장,비슬 홍차,음식업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 303호
293,대구,달성군,현풍백년도깨비시장,Duet with you,음식업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 302호
294,대구,달성군,현풍백년도깨비시장,달달스푼,음식업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 105호
295,대구,달성군,현풍백년도깨비시장,이웃집 사진관,서비스업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 304호
296,대구,달성군,현풍백년도깨비시장,올레가마솥순두부,음식업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 101호
297,대구,달성군,현풍백년도깨비시장,슌이네일,서비스업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 301호
298,대구,달성군,현풍백년도깨비시장,나무창작소,공방,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 106호
299,대구,달성군,현풍백년도깨비시장,크레페봉봉,음식업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 105호
300,대구,달성군,현풍백년도깨비시장,현주떡볶이,음식업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 103호
301,대구,달성군,현풍백년도깨비시장,"라탄,자연을엮다",도소매업,대구광역시 달성군 현풍면 현풍로 6길 5 청년몰 107호
302,서울,동대문구,경동시장,정스샌드위치,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70101호
303,서울,동대문구,경동시장,오니식당,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70102호
304,서울,동대문구,경동시장,분위기좋은식,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70103호
305,서울,동대문구,경동시장,싸왓디타이,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70104호
306,서울,동대문구,경동시장,경동고로케,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70105호
307,서울,동대문구,경동시장,이면,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70106호
308,서울,동대문구,경동시장,봉차우,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70108호
309,서울,동대문구,경동시장,강정명가,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70109호
310,서울,동대문구,경동시장,가영공간,도소매업,서울시 동대문구 고산자로 36길 3 신관3층 70111호
311,서울,동대문구,경동시장,리네,공방,서울시 동대문구 고산자로 36길 3 신관3층 70112호
312,서울,동대문구,경동시장,투테일스(2tails) ,도소매업,서울시 동대문구 고산자로 36길 3 신관3층 70113호
313,서울,동대문구,경동시장,무든(moodn),공방,서울시 동대문구 고산자로 36길 3 신관3층 70114호
314,서울,동대문구,경동시장,뮤호,공방,서울시 동대문구 고산자로 36길 3 신관3층 70115호
315,서울,동대문구,경동시장,지올라(G.oLa),도소매업,서울시 동대문구 고산자로 36길 3 신관3층 70116호
316,서울,동대문구,경동시장,어반파머,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70117호
317,서울,동대문구,경동시장,밀그린 베이커리,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70118호
318,서울,동대문구,경동시장,청산제과,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70119호
319,서울,동대문구,경동시장,맘대롱스튜디오,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70121호
320,서울,동대문구,경동시장,단미당,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70122호
321,서울,동대문구,경동시장,버터바스켓,음식업,서울시 동대문구 고산자로 36길 3 신관3층 70123호
322,강원,삼척시,삼척중앙시장,구야키친,음식업,강원도 삼척시 진주로 12-21 청년몰 2층 201호
323,강원,삼척시,삼척중앙시장,아를 수제 돈까스,음식업,강원도 삼척시 진주로 12-21 청년몰 2층 203호
324,강원,삼척시,삼척중앙시장,박군스시,음식업,강원도 삼척시 진주로 12-21 청년몰 2층 204호
325,강원,삼척시,삼척중앙시장,예 손,음식업,강원도 삼척시 진주로 12-21 청년몰 2층 206호
326,강원,삼척시,삼척중앙시장,예 향,음식업,강원도 삼척시 진주로 12-21 청년몰 2층 207호
327,강원,삼척시,삼척중앙시장,이층칼국수,음식업,강원도 삼척시 진주로 12-21 청년몰 2층 208호
328,강원,삼척시,삼척중앙시장,슈슈마카롱,음식업,강원도 삼척시 진주로 12-21 청년몰 2층 209호
329,강원,삼척시,삼척중앙시장,청춘꿉자,음식업,강원도 삼척시 진주로 12-21 청년몰 2층 210호
330,강원,삼척시,삼척중앙시장,느린여행자,음식업,강원도 삼척시 진주로 12-21 청년몰 2층 211호
331,강원,삼척시,삼척중앙시장,제비다방,음식업,강원도 삼척시 진주로 12-21 청년몰 2층 213호
332,강원,삼척시,삼척중앙시장,청년표,음식업,강원도 삼척시 진주로 12-21 청년몰 2층 214호
333,강원,삼척시,삼척중앙시장,청춘을 돌려다오,서비스업,강원도 삼척시 진주로 12-21 청년몰 3층 301호
334,강원,삼척시,삼척중앙시장,스윗가든,음식업,강원도 삼척시 진주로 12-21 청년몰 3층 302호
335,강원,삼척시,삼척중앙시장,에일린네일,서비스업,강원도 삼척시 진주로 12-21 청년몰 3층 303호
336,강원,삼척시,삼척중앙시장,빛드림,도소매업,강원도 삼척시 진주로 12-21 청년몰 3층 304호
337,강원,삼척시,삼척중앙시장,클레이플레이,공방,강원도 삼척시 진주로 12-21 청년몰 3층 306호
338,강원,삼척시,삼척중앙시장,네일트리,서비스업,강원도 삼척시 진주로 12-21 청년몰 3층 307호
339,강원,삼척시,삼척중앙시장,연 빚,공방,강원도 삼척시 진주로 12-21 청년몰 3층 308호
340,강원,삼척시,삼척중앙시장,탐나는 공작소,공방,강원도 삼척시 진주로 12-21 청년몰 3층 309호
341,강원,속초시,설악로데오상점가,퍼니주니,음식업,강원도 속초시 중앙부두길24 (푸드6)
342,강원,속초시,설악로데오상점가,메모리하우스,서비스업,강원도 속초시 중앙부두길24 (공방6)
343,강원,속초시,설악로데오상점가,촌의손맛,음식업,강원도 속초시 중앙부두길24 (푸드1)
344,강원,속초시,설악로데오상점가,눈꽃,음식업,강원도 속초시 중앙부두길24 (푸드2)
345,강원,속초시,설악로데오상점가,서미당 속초달떡,음식업,강원도 속초시 중앙부두길24 (푸드9)
346,강원,속초시,설악로데오상점가,숯불와락꼬치,음식업,강원도 속초시 중앙부두길24 (푸드11)
347,강원,속초시,설악로데오상점가,원피규어,도소매업,강원도 속초시 중앙부두길24 (공방2)
348,강원,속초시,설악로데오상점가,불타는스시(BTS),음식업,강원도 속초시 중앙부두길24 (푸드13)
349,강원,속초시,설악로데오상점가,초하루,음식업,강원도 속초시 중앙부두길24 (푸드14)
350,강원,속초시,설악로데오상점가,달링하버,음식업,강원도 속초시 중앙부두길24 (푸드10)
351,강원,속초시,설악로데오상점가,불스테이크,음식업,강원도 속초시 중앙부두길24 (푸드4)
352,강원,속초시,설악로데오상점가,바삭구르메,음식업,강원도 속초시 중앙부두길24 (푸드12)
353,강원,속초시,설악로데오상점가,"안녕, 크레페씨",음식업,강원도 속초시 중앙부두길24 (푸드5)
354,강원,속초시,설악로데오상점가,옆집도예방,공방,강원도 속초시 중앙부두길24 (공방3)
355,강원,속초시,설악로데오상점가,신기루상점,공방,강원도 속초시 중앙부두길24 (공방1)
356,강원,속초시,설악로데오상점가,Antonius,음식업,강원도 속초시 중앙부두길24 (푸드7)
357,강원,속초시,설악로데오상점가,등대,서비스업,강원도 속초시 중앙부두길24 (공방5)
358,강원,속초시,설악로데오상점가,연어보고서,음식업,강원도 속초시 중앙부두길24 (푸드3)
359,강원,속초시,설악로데오상점가,한땀한땀,도소매업,강원도 속초시 중앙부두길24 (공방4)
360,전북,진안군,진안고원시장,SUMMER-B,도소매업,전북 진안군 진안읍 시장 1길 16 / 1-3호
361,전북,진안군,진안고원시장,고원 홍삼&도라지,도소매업,전북 진안군 진안읍 시장 1길 16 / 1-2호
362,전북,진안군,진안고원시장,달카롱,음식업,전북 진안군 진안읍 시장 1길 16 / 2-4호
363,전북,진안군,진안고원시장,수제정과와 수제창고,도소매업,전북 진안군 진안읍 시장 1길 16 / 1-1호
364,전북,진안군,진안고원시장,바다.한끼,음식업,전북 진안군 진안읍 시장 1길 16 / 2-7호
365,전북,진안군,진안고원시장,힐링 족욕카페,서비스업,전북 진안군 진안읍 시장 1길 16 / 2-1호
366,전북,진안군,진안고원시장,UFO 떡볶2,음식업,전북 진안군 진안읍 시장 1길 16 / 2-6호
367,전북,진안군,진안고원시장,청춘 필름,서비스업,전북 진안군 진안읍 시장 1길 16 / 2-3호
368,전북,진안군,진안고원시장,경복성,음식업,전북 진안군 진안읍 시장 1길 16 / 2-5호
369,전북,진안군,진안고원시장,늘봄,도소매업,전북 진안군 진안읍 시장 1길 16 / 2-2호
370,전북,완주군,삼례시장,이튼스튜디오,서비스업,"전북 완주군 삼례읍 삼봉로 6, 삼례시장2층, 102호"
371,전북,완주군,삼례시장,정바디,서비스업,"전북 완주군 삼례읍 삼봉로 6, 삼례시장2층, 103호"
372,전북,완주군,삼례시장,레가로 가죽공방,공방,"전북 완주군 삼례읍 삼봉로 6, 삼례시장2층, 105호"
373,전북,완주군,삼례시장,바늘생활,공방,"전북 완주군 삼례읍 삼봉로 6, 삼례시장2층, 106호"
374,전북,완주군,삼례시장,막둥이네,도소매업,"전북 완주군 삼례읍 삼봉로 6, 삼례시장2층, 107호"
375,전북,완주군,삼례시장,유별난농장,도소매업,"전북 완주군 삼례읍 삼봉로 6, 삼례시장2층, 108호"
376,전북,완주군,삼례시장,미쁘다,음식업,"전북 완주군 삼례읍 삼봉로 6, 삼례시장2층, 109호"
377,전북,완주군,삼례시장,덮앤더머,음식업,"전북 완주군 삼례읍 삼봉로 6, 삼례시장2층, 110호"
378,전북,완주군,삼례시장,밀랑밀랑,음식업,"전북 완주군 삼례읍 삼봉로 6, 삼례시장2층, 111호"
379,경남,김해시,김해동상시장,meyou,공방,"경남 김해시 구지로180번길 25, 3층 306호(동상동, 청년몰)"
380,경남,김해시,김해동상시장,DIANA TACO(다이나 타코),음식업,"경남 김해시 구지로180번길 25, 2층 203호(동상동, 청년몰)"
381,경남,김해시,김해동상시장,A-TAIWAN(에이타이완),음식업,"경남 김해시 구지로180번길 25, 2층 204호(동상동, 청년몰)"
382,경남,김해시,김해동상시장,다오리덕,음식업,"경남 김해시 구지로180번길 25, 2층 202호(동상동, 청년몰)"
383,경남,김해시,김해동상시장,솜소미네일,서비스업,"경남 김해시 구지로180번길 25, 3층 307호(동상동, 청년몰)"
384,경남,김해시,김해동상시장,마봄(내마음의봄날),서비스업,"경남 김해시 구지로180번길 25, 3층 308호(동상동, 청년몰)"
385,경남,김해시,김해동상시장,fika time(피카타임),음식업,"경남 김해시 구지로180번길 25, 3층 301호(동상동, 청년몰)"
386,경남,김해시,김해동상시장,맛난당,음식업,"경남 김해시 구지로180번길 25, 2층 201호(동상동, 청년몰)"
387,경남,김해시,김해동상시장,지숭이네,서비스업,"경남 김해시 구지로180번길 25, 3층 309호(동상동, 청년몰)"
388,경남,김해시,김해동상시장,세렌리아,음식업,"경남 김해시 구지로180번길 25, 2층 208호(동상동, 청년몰)"
389,경남,김해시,김해동상시장,마이소스,도소매업,"경남 김해시 구지로180번길 25, 3층 303호(동상동, 청년몰)"
390,경남,김해시,김해동상시장,탱크분식,음식업,"경남 김해시 구지로180번길 25, 2층 210호(동상동, 청년몰)"
391,경남,김해시,김해동상시장,웍1994,음식업,"경남 김해시 구지로180번길 25, 2층 206호(동상동, 청년몰)"
392,경남,김해시,김해동상시장,MARO’s(마로스과자공방),음식업,"경남 김해시 구지로180번길 25, 3층 302호(동상동, 청년몰)"
393,울산,남구,신정평화시장,정성혜 과자점,음식업,"울산시 남구 봉월로67번길 17, 201호"
394,울산,남구,신정평화시장,순수꽃차,음식업,"울산시 남구 봉월로67번길 17, 202호"
395,울산,남구,신정평화시장,리틀제이,도소매업,"울산시 남구 봉월로67번길 17, 203호"
396,울산,남구,신정평화시장,곰지소잉,공방,"울산시 남구 봉월로67번길 17, 204호"
397,울산,남구,신정평화시장,한소끔순두부,음식업,"울산시 남구 봉월로67번길 17, 206호"
398,울산,남구,신정평화시장,청년만두(인화당),음식업,"울산시 남구 봉월로67번길 17, 207호"
399,울산,남구,신정평화시장,또돈까스,음식업,"울산시 남구 봉월로67번길 17, 208호"
400,울산,남구,신정평화시장,달라키친,음식업,"울산시 남구 봉월로67번길 17, 210호"
401,울산,남구,신정평화시장,혜다,음식업,"울산시 남구 봉월로67번길 17, 211호"
402,울산,남구,신정평화시장,매일와쥬,음식업,"울산시 남구 봉월로67번길 17, 212호"
403,울산,남구,신정평화시장,달달홀릭,음식업,"울산시 남구 봉월로67번길 17, 213호"
404,제주,제주시,제주중앙로상점가,아일랜드 메모리,도소매업,"제주시 중앙로 11길 1, 1층 101호(이도일동 1362-1)"
405,제주,제주시,제주중앙로상점가,올레마켓,도소매업,"제주시 중앙로 11길 1, 1층 102호(이도일동 1362-1)"
406,제주,제주시,제주중앙로상점가,피크닉메이트(PICNIC MATE),도소매업,"제주시 중앙로 11길 1, 1층 103호(이도일동 1362-1)"
407,제주,제주시,제주중앙로상점가,백년 귤화다,도소매업,"제주시 중앙로 11길 1, 1층 104호(이도일동 1362-1)"
408,제주,제주시,제주중앙로상점가,르샤누아(Le Chat Noir),공방,"제주시 중앙로 11길 1, 1층 106호(이도일동 1362-1)"
409,제주,제주시,제주중앙로상점가,한땀작업실,공방,"제주시 중앙로 11길 1, 1층 107호(이도일동 1362-1)"
410,제주,제주시,제주중앙로상점가,온정떡방,음식업,"제주시 중앙로 11길 1, 2층 201호(이도일동 1362-1)"
411,제주,제주시,제주중앙로상점가,치즈식당,음식업,"제주시 중앙로 11길 1, 2층 202호(이도일동 1362-1)"
412,제주,제주시,제주중앙로상점가,비스듬히,음식업,"제주시 중앙로 11길 1, 2층 203호(이도일동 1362-1)"
413,제주,제주시,제주중앙로상점가,지조스바오,음식업,"제주시 중앙로 11길 1, 2층 204호(이도일동 1362-1)"
414,제주,제주시,제주중앙로상점가,착한혼밥,음식업,"제주시 중앙로 11길 1, 2층 205호(이도일동 1362-1)"
415,제주,제주시,제주중앙로상점가,아꼬앙,음식업,"제주시 중앙로 11길 1, 2층 206호(이도일동 1362-1)"
416,제주,제주시,제주중앙로상점가,떡갈비먹잰,음식업,"제주시 중앙로 11길 1, 2층 207호(이도일동 1362-1)"
417,제주,제주시,제주중앙로상점가,제주전유화(花),음식업,"제주시 중앙로 11길 1, 2층 210호(이도일동 1362-1)"
418,제주,제주시,제주중앙로상점가,고르고 고른 제주,도소매업,"제주시 중앙로 11길 1, 3층 302호(이도일동 1362-1)"
